input.course_name,Manual Facility Name,input.address,manual street address,input.state,State Abbr.,input.city,input.country,output.website_url,error,tee_on_detected,all_techs
Silver Creek Golf Course - North/South Course,,"45314 Hwy 21, RR #2, New Norway, Alberta, T0B 3L0",45314 Hwy 21,Alberta,AB,New Norway,Canada,https://silvercreekgolfcourse.com/,,Yes,"WordPress, Tee On"
Silver Sands Golf Course,Silver Sands Golf Course,"Off Hwy 16. Township Rd. 540 and Range Road 52, Fallis, Alberta, T0E 0V0",12 Golf Crse Rd,Alberta,AB,Fallis,Canada,https://silversandsgolfresort.com/,,No,
Sirocco Golf Club,Sirocco Golf Club,"Comp 21, Site 13, RR#9, Calgary, Alberta, T2J 5G5",210178 64th Street West,Alberta,AB,Calgary,Canada,https://sirocco.ca/,,No,
Sleepy Hollow Country Club,Sleepy Hollow Country Club,"13242 10th Line , Stouffville, Ontario, L4A 7X4",13242 10th Line,Ontario,ON,Stouffville,Canada,https://sleepyhollowcountryclub.com/,,No,"WordPress, Lightspeed"
Smithers Golf Club,Smithers Golf Club,"P.O. Box 502, 1200 Scotia St, Smithers, British Columbia, V0J 2N0",P.O. Box 502,British Columbia,BC,Smithers,Canada,https://smithersgolfclub.com/,,No,"Lightspeed, Squarespace"
Somerhill Golf Club,Somerhill Golf Club,"2483 Highway 21, Route 2, Tiverton, Ontario, N0G 2T0",2483 Highway 21,Ontario,ON,Tiverton,Canada,https://somerhillgolf.ca/,,Yes,Tee On
Sonora Dunes Golf Course,Sonora Dunes Golf Course,"1300 Rancher Creek Road , Osoyoos, BC, V0H 1V6",1300 Rancher Creek Road,British Columbia,BC,Osoyoos,Canada,https://sonoradunes.com/,,No,
Southbrook Golf and Country Club,Southbrook Golf and Country Club,"4349 Hwy 56, Hamilton, Ontario, Canada, L0R 1C0",4349 Hwy 56,Ontario,ON,Binbrook,Canada,https://southbrookgolf.ca/,,Yes,"WordPress, Tee On"
Southport Golf Club,Southport Golf Club,"100 Musketeer Road, Southport, Manitoba, R0H 1N0",100 Musketeer Road,Manitoba,MB,Southport,Canada,https://southportgolfclub.ca/,,No,Sportsman Golf
South Port Golf Course,South Port Golf Course,"Bruce County Road #3 and Hwy 21, Port Elgin, Ontario, N0H 2C0",Bruce County Road #3 and Hwy 21,Ontario,ON,Port Elgin,Canada,https://southportgolfcourse.com/,,Yes,"WordPress, Tee On"
Southwood Golf and Country Club,Southwood Golf and Country Club,"80 Rue des Ruines du Monastere, Winnipeg, Manitoba, Canada, R3V 0B1",80 Rue des Ruines du Monastere,Manitoba,MB,Winnipeg,Canada,https://southwood.ca,,No,"Club Unity, Jonas Software, ClubHouse Online"
Spallumcheen Golf and Country Club - Executive,Spallumcheen Golf and Country Club,"9401 Highway 97N Box 218, Vernon, British Columbia, V1T 6M2",9401 Highway 97N Box 218,British Columbia,BC,Vernon,Canada,https://spallumcheengolf.com/,,No,
Spiritwood Golf Club,Spiritwood Golf Club,"P.O. Box 395, Hwy. 3 , Spiritwood, Saskatchewan, S0J 2M0",P.O. Box 395,Saskatchewan,SK,Spiritwood,Canada,https://spiritwoodgolfcourse.ca/,,No,
Springhill Centennial Golf Club,Springhill Centennial Golf Club,"2770 Valley Road, Collingwood Corner, Nova Scotia, B0M 1E0",2770 Valley Road,Nova Scotia,NS,Collingwood Corner,Canada,https://springhillgolfclub.ca/,,No,
Spring Lakes Golf Club - East,,"4962 Stouffville Road, Stouffville, Ontario, L4A 7X5",4962 Stouffville Road,Ontario,ON,Stouffville,Canada,https://springlakesgolf.com/,,No,
Springwater Golf Course,Springwater Golf Course,"1481 Golf Course Rd, Minesing, Ontario, L0L 1Y2",1481 Golf Course Rd,Ontario,ON,Minesing,Canada,https://springwatergolf.com/,,Yes,Tee On
Spruce Meadows Golf and Country Club,Spruce Meadows Golf and Country Club,"Range Road 53, Sexsmith, Alberta, Canada, T0H 3C0",Range Road 53,Alberta,AB,Sexsmith,Canada,https://sprucemeadowsgolf.ca/,,Yes,"WordPress, Tee On"
Squamish Valley Golf and Country Club,Squamish Valley Golf and Country Club,"2458 Mamquam Road , Squamish, British Columbia, V0N 3G0",2458 Mamquam Road,British Columbia,BC,Squamish,Canada,https://squamishvalleygolf.com,,No,"Club Prophet, WordPress"
Squire Green Golf Club,Squire Green Golf Club,"805 Golf St, Bathurst, New Brunswick, E2A 1A9",805 Golf St,New Brunswick,NB,Bathurst,Canada,https://squiregreen.com/,,No,"Lightspeed, WordPress"
Golf St-Andre - Blanc,,"137, rue de la Seigneurie, CP 99, St-Andre Est, Quebec, J0V 1X0",137,Quebec,QC,Saint Andre Est,Canada,https://standre.golf/,,No,
St. Andrews By-The-Lake Golf Club,St. Andrews By-The-Lake Golf Club,"White Lake Road, RR1, Site 308, Kaleden, British Columbia, V0H 1K0",White Lake Road,British Columbia,BC,Kaleden,Canada,https://standrewsbythelake.com/,,No,
St. Andrew's East Golf and Country Club,St. Andrew's East Golf and Country Club,"14022 McCowan Road , Stouffville, Ontario, L4A 7X5",14022 McCowan Road,Ontario,ON,Stouffville,Canada,https://standrewseastgolf.com,,No,
St. Andrew's Valley Golf Club,St. Andrew's Valley Golf Club,"4 Pinnacle Trail, Aurora, Ontario, Canada, L4G 3K3",4 Pinnacle Trail,Ontario,ON,Aurora,Canada,https://standrewsvalley.com/,,No,"Lightspeed, WordPress"
Stanhope Golf and Country Club,Stanhope Golf and Country Club,"2961 Bayshore Rd, Stanhope, Prince Edward Island, Canada, C0A 1P0",2961 Bayshore Rd,Prince Edward Island,PE,Stanhope,Canada,https://stanhopegolfclub.com/,,No,"WordPress, Tee Time Central"
St. Charles Country Club - North/West,,"100 Country Club Blvd., Winnipeg, Manitoba, R3K 1Z3",100 Country Club Blvd.,Manitoba,MB,Winnipeg,Canada,https://stcharlescountryclub.ca/,,No,"WordPress, Jonas Software, ClubHouse Online"
St. Margarets Golf and Country Club,St. Margarets Golf and Country Club,"10001 Route 11, St. Margarets, New Brunswick, E1N 5C6",10001 Route 11,New Brunswick,NB,St Margarets,Canada,https://stmargaretgolf.com/,,No,"WordPress, Lightspeed"
St. Marys Golf and Country Club,St. Marys Golf and Country Club,"769 Queen St. E., P.O. Box 908 , St. Marys, Ontario, N4X 1B6",769 Queen St. E.,Ontario,ON,St Marys,Canada,https://stmarysgolf.com/,,No,Lightspeed
Stonehenge Golf Club,Stonehenge Golf Club,"3033 Taunton Rd., Bowmanville, Ontario, Canada, L0B 1M0",3033 Taunton Rd.,Ontario,ON,Bowmanville,Canada,https://stonehengegolfclub.ca/,,No,
Storey Creek Golf Club,Storey Creek Golf Club,"300 McGimpsey Rd, Campbell River, British Columbia, V9H 1K8",300 McGimpsey Rd,British Columbia,BC,Campbell River,Canada,https://storeycreek.ca/,,No,"WordPress, Lightspeed"
St. Stephen Golf Club,St. Stephen Golf Club,"P.O. Box 272 Old Bay Road , St. Stephen, New Brunswick, E3L 2Y1",P.O. Box 272 Old Bay Road,New Brunswick,NB,St Stephen,Canada,https://ststephengolfclub.ca/,,No,"WordPress, Lightspeed"
Sturgeon Point Golf Club,Sturgeon Point Golf Club,"76 Golf Links, Fenelon Falls, Ontario, K0M 1N0",76 Golf Links,Ontario,ON,Fenelon Falls,Canada,https://sturgeonpointgolf.com/,,No,"Lightspeed, WordPress"
Sumac Ridge Golf Club,Sumac Ridge Golf Club,"17333 Sumac Ridge Dr, Summerland, British Columbia, V0H 1Z6",17333 Sumac Ridge Dr,British Columbia,BC,Summerland,Canada,https://sumacridgegolf.ca/,,No,WordPress
Sunnidell Golf Course,Sunnidell Golf Course,"1945 Sharpes Lane, Brockville, Ontario, K6V 5W1",1945 Sharpes Lane,Ontario,ON,Brockville,Canada,https://sunnidell.com/,,No,
Sunningdale Golf and Country Club - Robinson,,"465 Sunningdale Rd W, London, Ontario, N6G 5B7",465 Sunningdale Rd W,Ontario,ON,London,Canada,https://sunningdalegolf.com,,No,"Jonas Software, ClubHouse Online"
Sunningdale Golf and Country Club - Thompson,,"465 Sunningdale Rd W, London, Ontario, N6G 5B7",465 Sunningdale Rd W,Ontario,ON,London,Canada,https://sunningdalegolf.com/,,No,"Jonas Software, ClubHouse Online"
Sunnydale Golf and Country Club,Sunnydale Golf and Country Club,"5291 North Island Highway, Courtenay, British Columbia, Canada, V9N 5M9",5291 North Island Highway,British Columbia,BC,Courtenay,Canada,https://sunnydalegolf.ca/,,No,"WordPress, Lightspeed"
Goderich Sunset Golf Club - The Sunset Course,Goderich Sunset Golf Club,"33937 Golf Course Rd., Goderich, Ontario, N7A 3Y3",33937 Golf Course Rd.,Ontario,ON,Goderich,Canada,https://sunsetgolfclub.com/,,Yes,"WordPress, Tee On"
Sunset Ranch Golf Club,Sunset Ranch Golf Club,"5101 Upper Booth Rd South, Kelowna, BC, V1X 7V8",5101 Upper Booth Rd South,British Columbia,BC,Kelowna,Canada,https://sunsetranchbc.com/,,No,
Sunshine Woods Golf Club,Sunshine Woods Golf Club,"10646 64th Avenue , Delta, British Columbia, V4E 1C1",10646 64th Avenue,British Columbia,BC,Delta,Canada,https://sunshinewoods.com/,,No,
Sutton Creek Golf and Country Club,Sutton Creek Golf and Country Club,"2135 County Road 11, Essex, Ontario, N8M 2X6",2135 County Road 11,Ontario,ON,Essex,Canada,https://suttoncreekgolf.com/,,No,"Lightspeed, WordPress"
Sylvan Lake Golf and Country Club,Sylvan Lake Golf and Country Club,"5331 Lakeshore Drive , Sylvan Lake, Alberta, T4S 1E8",5331 Lakeshore Drive,Alberta,AB,Sylvan Lake,Canada,https://sylvanlakegolfandcountryclub.ca/,,No,
Taber Golf Club,Taber Golf Club,"4909 44th Street Off Hwy. 3 , Taber, Alberta, T1G 1G1",4909 44th Street Off Hwy. 3,Alberta,AB,Taber,Canada,https://tabergolf.ca/,,No,"Lightspeed, WordPress"
Talbot Trail Golf Club,Talbot Trail Golf Club,"790 Talbot Trail, Wheatley, Ontario, N0P 2P0",790 Talbot Trail,Ontario,ON,Wheatley,Canada,https://talbottrailgolfclub.com/,,Yes,"WordPress, Tee On"
Tamarac Golf and Country Club,Tamarac Golf and Country Club,"155 Ennis Rd, Ennismore, Ontario, Canada, K0L 1T0",155 Ennis Rd,Ontario,ON,Ennismore,Canada,https://tamaracgc.ca/,,Yes,"WordPress, Tee On"
Tarandowah Golfers Club,Tarandowah Golfers Club,"15125 Putnam Rd, Avon, Ontario, Canada, N0L 1N0",15125 Putnam Rd,Ontario,ON,Avon,Canada,https://tarandowah.ca/,,No,"WordPress, Tee It Up"
Terra Nova Resort & Golf Community - Eagle Creek,Terra Nova Resort & Golf Community,"P.O. Box 160, 5-9 Muddy Brook Rd, Port Blandford, Newfoundland, A0C 2G0",P.O. Box 160,Newfoundland,NL,Port Blandford,Canada,https://terranovagolfnl.com,,No,WordPress
Bluffs Golf Club of Port Stanley,Bluffs Golf Club of Port Stanley,"35593 Lake Line, Port Stanley, Ontario, N5L 1J1",35593 Lake Line,Ontario,ON,Port Stanley,Canada,https://thebluffsgolfclub.com/,,No,"WordPress, Lightspeed"
The Bridges at Tillsonburg,The Bridges at Tillsonburg,"101 John Pound Road, Tillsonburg, Ontario, N4G 4H3",101 John Pound Road,Ontario,ON,Tillsonburg,Canada,https://thebridgesattillsonburg.com/,,Yes,"WordPress, Tee On"
Broadmoor Public Golf Course,Broadmoor Public Golf Course,"2100 Oak Street , Sherwood Park, Alberta, T8A 0v9",2100 Oak Street,Alberta,AB,Sherwood Park,Canada,https://thebroadmoor.ca/,,No,Lightspeed
The Club at Westlinks,The Club at Westlinks,"2089 Regional Road 17, Port Elgin, Ontario, N0H 2C4",2089 Regional Road 17,Ontario,ON,Port Elgin,Canada,https://theclubatwestlinks.com/,,No,
Diamond In The Ruff Golf Club,Diamond In The Ruff Golf Club,"1137 Old Parry Sound Road, Utterson, Ontario, P0B 1M0",1137 Old Parry Sound Road,Ontario,ON,Utterson,Canada,https://thediamond.ca/,,No,WordPress
The Dunes Golf & Winter Club,The Dunes Golf & Winter Club,"60042 TWP RD 704A, County of Grande Prairie No. 1, Grande Prairie, Alberta, T8V 5N3",60042 TWP RD 704A,Alberta,AB,Grande Prairie,Canada,https://thedunes.ca/,,Yes,"WordPress, Tee On"
The Hills at Portal Golf Club,The Hills at Portal Golf Club,"16900 4th Avenue, Surrey, British Columbia, V4A 9N3",16900 4th Avenue,British Columbia,BC,Surrey,Canada,https://thehillsatportal.com/,,No,"Lightspeed, Squarespace"
The Links at Montague,The Links at Montague,"222 Montague Drive , Dartmouth, Nova Scotia, B2W 3P5",222 Montague Drive,Nova Scotia,NS,Dartmouth,Canada,https://thelinksatmontague.com/,,No,"WordPress, foreUP Software, ForeUp"
The Meadows Golf Club - East,,"4335 Hawthorne Road, Gloucester, Ontario, Canada, K1G 3N4",4335 Hawthorne Road,Ontario,ON,Gloucester,Canada,https://themeadowsgolf.ca,,Yes,Tee On
Mount Elgin Golf Club,Mount Elgin Golf Club,"324183 Mt Elgin Rd, Mount Elgin, Ontario, N0J 1N0",324183 Mt Elgin Rd,Ontario,ON,Mount Elgin,Canada,https://theoxfordhills.ca/,,Yes,"WordPress, Tee On"
Longlands Par 3 Golf Course,Longlands Par 3 Golf Course,"1239 Anderton Road , Comox, British Columbia, V9N 5G6",1239 Anderton Road,British Columbia,BC,Comox,Canada,https://thepark.crownisle.com/,,No,
The Players Golf Course,The Players Golf Course,"2695 Inkster Blvd, Winnipeg, Manitoba, Canada, R0C 3A0",2695 Inkster Blvd,Manitoba,MB,Winnipeg,Canada,https://theplayerscourse.ca/,,Yes,"WordPress, Tee On"
The Pulpit Club - Paintbrush Course,The Pulpit Club - Paintbrush Course,"17151 St Andrews Rd, Caledon East, Ontario, L7C 2S4",17151 St Andrews Rd,Ontario,ON,Caledon East,Canada,https://thepulpitclub.com/,,No,"WordPress, ForeTees"
The Ridge Golf Club,The Ridge Golf Club,"328 Sunny Ridge Rd, Sundridge, Ontario, P0A 1Z0",328 Sunny Ridge Rd,Ontario,ON,Sundridge,Canada,https://theridgegolf.club/,,No,
The Rise Golf Club,The Rise Golf Club,"8800 Rising View Way, Vernon, British Columbia, V1H 1Z9",8800 Rising View Way,British Columbia,BC,Vernon,Canada,https://theriseresort.ca/,,No,"Lightspeed, WordPress"
The Rock Golf Club,The Rock Golf Club,"1185 Juddhaven Road, Minett, Ontario, Canada, POB 1GO",1185 Juddhaven Road,Ontario,ON,Minett,Canada,https://therockgolf.com/,,Yes,"WordPress, Tee On"
Thornhill Golf & Country Club - Championship,,"7994 Yonge Street, Thornhill, Ontario, L4J 1W3",7994 Yonge Street,Ontario,ON,Thornhill,Canada,https://thethornhillclub.ca/,,No,ForeTees
The Wilds,The Wilds,"299 Salmonier Line ~ Route 90, Holyrood, Newfoundland, A1C 5K4",299 Salmonier Line ~ Route 90,Newfoundland,NL,Holyrood,Canada,https://thewilds.ca,,Yes,"WordPress, Tee On"
The Winston Golf Club,The Winston Golf Club,"2502 6th Street N.E., Calgary, Alberta, T2E 3Z3",2502 6th Street N.E.,Alberta,AB,Calgary,Canada,https://thewinstongolfclub.com/,,No,"WordPress, Jonas Software, ClubHouse Online"
Thomson Lake Golf Course,Thomson Lake Golf Course,"P.O. Box 520 , Lafleche, Saskatchewan, S0H 2K0",P.O. Box 520,Saskatchewan,SK,Thomson Lake,Canada,https://thomsonlake.com/,,Yes,"WordPress, Tee On"
Thunder Highlands Golf Club,Thunder Highlands Golf Club,"175 Concession Rd 21 W, Tiny, Ontario, L9M 0T8",175 Concession Rd 21 W,Ontario,ON,Tiny,Canada,https://thunder-highlands.ca/,,No,
Timber Ridge Golf Course,Timber Ridge Golf Course,"19 Timber Ridge Drive, Brighton, Ontario, K0K 1H0",19 Timber Ridge Drive,Ontario,ON,Brighton,Canada,https://timberridgegolf.net/,,No,"WordPress, GolfBack, Lightspeed"
Timber Run Golf and Country Club,Timber Run Golf and Country Club,"154 Caldwell Road, Lanark, Ontario, K0G 1K0",154 Caldwell Road,Ontario,ON,Lanark,Canada,https://timberrungolfclub.com/,,Yes,"WordPress, Tee On"
Grenfell Regional Park Golf Course,Grenfell Regional Park Golf Course,"Box 1120, Grenfell, Saskatchewan, S0G 2B0",Box 1120,Saskatchewan,SK,Grenfell,Canada,https://townofgrenfell.com/p/golf-course-,,No,
Transcona Golf Club,Transcona Golf Club,"2120 Dugald Rd, Winnipeg, Manitoba, Canada, R2C 3G7",2120 Dugald Rd,Manitoba,MB,Winnipeg,Canada,https://transconagolf.ca/,,Yes,"WordPress, Tee On"
Trehaven Golf and Country Club,Trehaven Golf and Country Club,"135 Line 10 S, Hawkestone, ON, L0L 1T0",135 Line 10 S,Ontario,ON,Hawkestone,Canada,https://trehavengolf.ca/,,No,WordPress
Trenton Golf Club,Trenton Golf Club,"292 King St. , Trenton, Ontario, K8V 5W6",292 King St.,Ontario,ON,Trenton,Canada,https://trentongolf.ca/,,No,"Lightspeed, WordPress"
Trickle Creek Golf Course,Trickle Creek Golf Course,"500 Gerry Sorenson Way , Kimberley, British Columbia, V1A 2Y6",500 Gerry Sorenson Way,British Columbia,BC,Kimberley,Canada,https://tricklecreek.com/,,No,"Club Prophet, WordPress"
Trillium Wood Golf Club,Trillium Wood Golf Club,"1281 Hwy 37, Corbyville, Ontario, K0K 1V0",1281 Hwy 37,Ontario,ON,Corbyville,Canada,https://trilliumwood.com/,,No,"Lightspeed, WordPress"
Triple Creek Golf Club,Triple Creek Golf Club,"Box 277 , Millet, Alberta, T0C 1Z0",Box 277,Alberta,AB,Millet,Canada,https://triplecreekgolfclub.ca/,,No,
Turnberry Golf Club,Turnberry Golf Club,"10100 Heart Lake Rd, Brampton, Ontario, Canada, L6Z 0B4",10100 Heart Lake Rd,Ontario,ON,Brampton,Canada,https://turnberrygolf.ca,,No,Tee It Up
Turner Valley Golf and Country Club,Turner Valley Golf and Country Club,"700 Imperial Drive, Turner Valley, Alberta, T0L 2A0",700 Imperial Drive,Alberta,AB,Turner Valley,Canada,https://turnervalleygolf.com/,,Yes,"WordPress, Tee On"
Twin Lakes Golf Course,Twin Lakes Golf Course,"79 Twin Lakes Road, Kaleden, BC , V0H 1K0",79 Twin Lakes Road,British Columbia,BC,Kaleden,Canada,https://twinlakesgolfresort.com/,,No,"Lightspeed, WordPress"
Two Eagles Golf Course and Academy,Two Eagles Golf Course and Academy,"3509 Carrington , Westbank, British Columbia, V4T 2E6",3509 Carrington,British Columbia,BC,Westbank,Canada,https://twoeaglesgolf.com/,,No,"Club Prophet, WordPress, Noteefy"
Two Hills Lions Golf and Country Club,Two Hills Lions Golf and Country Club,"�������5415-55 St , Two Hills, AB, T0B 4K0",�������5415-55 St,Alberta,AB,Two Hills,Canada,https://twohillsgolf.com/,,Yes,"WordPress, Tee On"
University Golf Club,University Golf Club,"5185 University Boulevard , Vancouver, British Columbia, V6T 1X5",5185 University Boulevard,British Columbia,BC,Vancouver,Canada,https://universitygolf.com/,,No,
Uplands Golf Club,Uplands Golf Club,"3300 Cadboro Bay Road , Victoria, British Columbia, V8R 5K5",3300 Cadboro Bay Road,British Columbia,BC,Victoria,Canada,https://uplandsgolfclub.com/,,No,"WordPress, Jonas Software, ClubHouse Online"
Valemount Pines Golf and Country Club,Valemount Pines Golf and Country Club,"PO Box 167, 1110 Hwy. 5. North , Valemount, British Columbia, V0E 2Z0",PO Box 167,British Columbia,BC,Valemount,Canada,https://valemountpinesgolfrv.ca/,,No,WordPress
Columbus Golf and Country Club,Columbus Golf and Country Club,"3622 Simcoe St N, Oshawa, Ontario, L1H 7K4",3622 Simcoe St N,Ontario,ON,Oshawa,Canada,https://valleymedecolumbusgolf.com,,Yes,"WordPress, Tee On"
Valley Ridge Golf Course,Valley Ridge Golf Course,"11618 Valley Ridge Park NW , Calgary, Alberta, T3B 5L4",11618 Valley Ridge Park NW,Alberta,AB,Calgary,Canada,https://valleyridgegolf.com/,,No,"WordPress, Club Unity"
Valleyview Riverside Golf Club,Valleyview Riverside Golf Club,"6km off Hwy 43 6km south of Valleyview , Valleyview, Alberta, T0H 3N0",6km off Hwy 43 6km south of Valleyview,Alberta,AB,Valleyview,Canada,https://valleyviewriverside.ca,,No,WordPress
Fraserview Golf Course,Fraserview Golf Course,"7800 Vivian Street , Vancouver, British Columbia, V5S 2V8",7800 Vivian Street,British Columbia,BC,Vancouver,Canada,https://vancouver.ca/parks-recreation-culture/fraserview-golf-course.aspx,,No,Club Prophet
Langara Golf Course,Langara Golf Course,"6706 Alberta St, Vancouver, British Columbia, Canada, V5Y 3N3",6706 Alberta St,British Columbia,BC,Vancouver,Canada,https://vancouver.ca/parks-recreation-culture/langara-golf-course.aspx,,No,Club Prophet
McCleery Golf Course,McCleery Golf Course,"7188 MacDonald Street , Vancouver, British Columbia, V6N 1G2",7188 MacDonald Street,British Columbia,BC,Vancouver,Canada,https://vancouver.ca/parks-recreation-culture/mccleery-golf-course.aspx,,No,Club Prophet
Queen Elizabeth Park Pitch & Putt,Queen Elizabeth Park Pitch & Putt,"Queen Elizabeth Park, Vancouver, BC , V6G 1Z4",Queen Elizabeth Park,British Columbia,BC,Vancouver,Canada,https://vancouver.ca/parks-recreation-culture/queen-elizabeth-park-pitch-putt.aspx,,No,Club Prophet
Rupert Park Pitch & Putt,Rupert Park Pitch & Putt,"3402 Charles Street, Vancouver, British Columbia, V5K 5H9",3402 Charles Street,British Columbia,BC,Vancouver,Canada,https://vancouver.ca/parks-recreation-culture/rupert-park-pitch-putt.aspx,,No,Club Prophet
Stanley Park Pitch & Putt,Stanley Park Pitch & Putt,"2099 Beach Ave, Vancouver, BC, V6G 1Z4",2099 Beach Ave,British Columbia,BC,Vancouver,Canada,https://vancouver.ca/parks-recreation-culture/stanley-park-pitch-putt.aspx,,No,Club Prophet
Vermilion Golf and Country Club,Vermilion Golf and Country Club,"Box 3066 , Vermilion, Alberta, T9X 2B1",Box 3066,Alberta,AB,Vermilion,Canada,https://vermiliongolf.ca/,,Yes,Tee On
Vernon Golf and Country Club,Vernon Golf and Country Club,"800 Kalamalka Lake Road, Vernon, British Columbia, V1T 6V2",800 Kalamalka Lake Road,British Columbia,BC,Vernon,Canada,https://vernongolf.com/,,No,"Jonas Software, ClubHouse Online"
Vespra Hills Golf Club - Homestead Course,,"2694 Wilson Dr, Midhurst, Ontario, L0L 1Y3",2694 Wilson Dr,Ontario,ON,Midhurst,Canada,https://vesprahills.clublink.ca/,,No,
Victoria Beach Golf Club,Victoria Beach Golf Club,"Hwy 59, Victoria Beach, Manitoba, Canada, R0E 2C0",Hwy 59,Manitoba,MB,Victoria Beach,Canada,https://victoriabeach.ca/p/golf-course,,No,
Victoria Park West Golf Club,,"1159 Victoria Road South , Guelph, Ontario, N1L 1B3",1159 Victoria Road South,Ontario,ON,Guelph,Canada,https://victoriaparkgolf.com,,Yes,"WordPress, Tee On"
Victoria Park East Golf Club,Victoria Park East Golf Club,"1096 Victoria Rd. South, Guelph, Ontario, N1L 1C6",1096 Victoria Rd. South,Ontario,ON,Guelph,Canada,https://victoriaparkgolf.com/,,Yes,"WordPress, Tee On"
Copperdale Golf Club,Copperdale Golf Club,"3654 Dunrobin Road , Woodlawn, Ontario, K0A 3M0",3654 Dunrobin Road,Ontario,ON,Woodlawn,Canada,https://vip.teeitup.com/8322226/,,No,"WordPress, Tee It Up"
Granum Golf and Country Club,Granum Golf and Country Club,"P.O. Box 11 , Granum, Alberta, T0L 1A0",600 Dufferin St,Alberta,AB,Granum,Canada,https://visitgranum.com/golf/,,No,WordPress
Wakaw Lake Regional Park Golf Course,Wakaw Lake Regional Park Golf Course,"Box 730 (off Hwy 2), Wakaw, Saskatchewan, S0K 4P0",Box 730 (off Hwy 2),Saskatchewan,SK,Wakaw,Canada,https://wakawlakeregionalpark.ca/,,Yes,"WordPress, Tee On"
Waldheim Pineridge Golf and Country Club,Waldheim Pineridge Golf and Country Club,"Valley - Waldheim Regional Park, Box 460, Waldheim, Saskatchewan, S0K 4R0",Valley - Waldheim Regional Park,Saskatchewan,SK,Waldheim,Canada,https://waldheim.ca/parks-recreation-attractions/parks/,,No,WordPress
Wardsville Golf Club - Alvin,,"1948 Longwoods Road, Wardsville, Ontario, N0L 2N0",1948 Longwoods Road,Ontario,ON,Wardsville,Canada,https://wardsvillegolfclub.ca/,,Yes,"Tee On, Squarespace"
Water Valley Golf and Country Club,Water Valley Golf and Country Club,"Box 35 , Water Valley, Alberta, T0M 2E0",Box 35,Alberta,AB,Water Valley,Canada,https://watervalleygolf.ca/,,Yes,"CourseLogix, Tee On"
Watson's Glen Golf Course,Watson's Glen Golf Course,"3430 7th Concession Rd., Pickering, Ontario, L1Y 1C6",3430 7th Concession Rd.,Ontario,ON,Pickering,Canada,https://watsonsglen.com/,,No,"WordPress, ClubHouse Online"
Michipicoten Golf Club,Michipicoten Golf Club,"off of Hwy. 17 , Wawa, Ontario, P0S 1K0",off of Hwy. 17,Ontario,ON,Wawa,Canada,https://wawagolf.com/,,No,
Way-Lyn Ranch Golf Course,Way-Lyn Ranch Golf Course,"9800 Highway 95A , Cranbrook, British Columbia, V1C 7C6",9800 Highway 95A,British Columbia,BC,Cranbrook,Canada,https://waylyngolf.com,,No,WordPress
Belmont Golf Course,Belmont Golf Course,"22555 Telegraph Trail , Langley, British Columbia, V3A 8G6",22555 Telegraph Trail,British Columbia,BC,Langley,Canada,https://wcgg.ca/belmont/,,No,"WordPress, Club Prophet"
Swan-e-set Bay Resort Country Club - Resort,Swaneset Bay Resort & Golf Country Club,"16651 Rannie Road, Pitt Meadows, British Columbia, V3Y 1Z1",16651 Rannie Road,British Columbia,BC,Pitt Meadows,Canada,https://wcgg.ca/swaneset/,,No,"WordPress, Club Prophet"
Wellington on the Lake Golf Course,Wellington on the Lake Golf Course,"157 Prince Edward Dr., Wellington, ON, K0K 3L0",157 Prince Edward Dr.,Ontario,ON,Wellington,Canada,https://wellingtongolfclub.ca/,,No,"WordPress, Lightspeed"
Wells Gray Golf Resort & RV Park,Wells Gray Golf Resort & RV Park,"Clearwater Valley Road, Wells Gray Park, Clearwater, British Columbia , V1S 1S6",Clearwater Valley Road,British Columbia,BC,Clearwater,Canada,https://wellsgrayresort.ca/,,No,WordPress
Virden Wellview Golf Club,Virden Wellview Golf Club,"Junction of Hwy 257 & 83, Virden, Manitoba, R0M 2C0",Junction of Hwy 257 & 83,Manitoba,MB,Virden,Canada,https://wellviewgolfsuper.wixsite.com/virdenwellviewgolf,,No,"Wix, Wix Bookings"
Welsford Golf Club,Welsford Golf Club,"P.O. Box 3066, Welsford, New Brunswick, E5K 4V3",P.O. Box 3066,New Brunswick,NB,Welsford,Canada,https://welsfordgolfcourse.com/,,Yes,"WordPress, Tee On"
West Haven Golf and Country Club,West Haven Golf and Country Club,"7038 Egremont Dr, London, Ontario, N6H 0H6",7038 Egremont Dr,Ontario,ON,London,Canada,https://westhavengolf.com/,,Yes,"WordPress, Tee On"
West Highland Golf Course,West Highland Golf Course,"177 Atkinson Rd, Madoc, Ontario, K0K 2K0",177 Atkinson Rd,Ontario,ON,Madoc,Canada,https://westhighlandgolf.com/,,No,
West Hills Golf Club,West Hills Golf Club,"200 Summerhill Row, Fredericton, New Brunswick , E3G 0C4",200 Summerhill Row,New Brunswick,NB,Fredericton,Canada,https://westhillsfredericton.ca/,,No,"WordPress, Lightspeed"
Westlock Golf Club,Westlock Golf Club,"Hwy 18 , Westlock, Alberta, T7P 2P6",Hwy 18,Alberta,AB,Westlock,Canada,https://westlockgolf.com/,,No,"Lightspeed, WordPress"
Westmount Golf and Country Club,Westmount Golf and Country Club,"50 Inverness Dr, Kitchener, Ontario, N2M 4Z9",50 Inverness Dr,Ontario,ON,Kitchener,Canada,https://westmountgolf.com/,,No,"Jonas Software, ClubHouse Online"
